item_id,folder_id,keyvalue,cat_id,svt,evt,validfromt,validtot,profcat,active,dataclass,wdays,rvt,rvid,crt,crid,source,vrnr,priority,spare,transcode,offical,supress,areaissued,notprefix,notserial,notyear,partno,notamcode,trafficind,notpurpose,notscope,minflt,maxflt,subj,briefingcard,printcat,IsNew,qsign,qstat,lat,lng,radius,severity,last_modified_dt,EstimatedEvt,item_id_1,fulltext,txt_id,HEX(id),purpose,FIR_34,n_locations,new,NOTAM_conform,len_txt,diurnal_duration,code_23,scope,FIR,location,FIR_12,code,end_est,duration,id,code_45,perm,type,previous_id,text,text_clean,important
4627774,2782,XXXX                ,3,2018-06-20 06:11:00.000,2018-06-21 06:11:00.000,0,0,2,0,TXT ,127,2018-06-20 11:07:00.000,,2018-06-20 06:19:00.000,1,EUC  ,1,1,0,N,1,1,KBZN,KZ ,A3925,18,   ,QMRXX,IV,NBO,A ,0.0,999.0,,0,-1,0,,,45.78333333333333,-111.15,5.0,0,,,4627774,A3925/18 NOTAMN Q)KZLC/QMRXX/IV/NBO/A/000/999/4547N11109W005 A)KBZN B)1806200611 C)1806210611 E)RWY 12  5/5/5  100 PCT WET  OBS AT 1806200611. COND NOT MNT 1806200700-1806201100.,11,0x00003F3F,NBO,LC,1.0,1.0,True,81,False,MR,A,KZLC,KBZN,KZ,QMRXX,False,1.0,A3925/18,XX,False,NOTAMN,,RWY 12  5/5/5  100 PCT WET  OBS AT 1806200611. COND NOT MNT 1806200700-1806201100.,rwy <num> <num> <num> <num> <num> pct wet obs at <num>  cond not mnt <num> <num> ,False
4589828,-1,XXXX                ,5,2018-06-09 07:30:00.000,2018-06-09 11:30:00.000,0,0,2,1,TXT ,127,2018-07-10 08:20:00.000,,2018-06-08 12:27:00.000,1,EUC  ,1,1,0,N,1,1,EYVN,EY ,A1534,18,   ,QRRCA,IV,BO ,W ,0.0,95.0,,0,-1,0,,,55.11666666666667,25.766666666666666,11.0,0,,,4589828,A1534/18 NOTAMN Q)EYVL/QRRCA/IV/BO/W/000/095/5507N02546E011 A)EYVL B)1806090730 C)1806091130 E)RESTRICTED AREA EYR8 JONISKIS ACTIVATED. INFO ABOUT REAL HR OF ACT  WILL BE GIVEN BY VILNIUS FIS 123.800MHZ  AND  VILNIUS APP 120.700MHZ F)GND G)FL095,11,0x00003F3F,BO,VL,1.0,1.0,True,137,False,RR,W,EYVL,EYVL,EY,QRRCA,False,0.16666666666666666,A1534/18,CA,False,NOTAMN,,RESTRICTED AREA EYR8 JONISKIS ACTIVATED. INFO ABOUT REAL HR OF ACT  WILL BE GIVEN BY VILNIUS FIS 123.800MHZ  AND  VILNIUS APP 120.700MHZ,restricted area eyr<num> joniskis activated  info about real hr of act will be given by vilnius fis <num>mhz and vilnius app <num>mhz,False
4662439,-1,XXXX                ,5,2018-06-30 02:50:00.000,2018-07-24 18:29:00.000,0,0,2,1,TXT ,127,2018-06-30 11:46:00.000,,2018-06-29 15:41:00.000,1,EUC  ,1,1,0,N,1,1,LHBP,LH ,A2218,18,   ,QWULW,IV,BO ,W ,0.0,10.0,,0,-1,0,,,47.5,19.05,1.0,0,,,4662439,A2218/18 NOTAMN Q)LHCC/QWULW/IV/BO/W/000/010/4730N01903E001 A)LHCC B)1806300250 C)1807241829 D)SR-SS E)UNMANNED AIRCRAFT WILL TAKE PLACE WITHIN 90M RADIUS CENTERED AT  COORD POINT 472934N 0190329E. FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 30 371 7383. F)GND G)1000FT AMSL,11,0x00003F3F,BO,CC,1.0,1.0,True,158,True,WU,W,LHCC,LHCC,LH,QWULW,False,24.65208333333333,A2218/18,LW,False,NOTAMN,,UNMANNED AIRCRAFT WILL TAKE PLACE WITHIN 90M RADIUS CENTERED AT  COORD POINT 472934N 0190329E. FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 30 371 7383.,unmanned acft will take place wi <num>m radius centered at coord point <num>n <num>e  further info about the actual opr hr via tel   <num> <num> <num> <num> ,False
4619972,-1,XXXX                ,5,2018-07-01 20:00:00.000,2018-08-01 18:00:00.000,0,0,2,1,TXT ,127,2018-06-20 03:39:00.000,,2018-06-18 10:51:00.000,1,EUC  ,1,1,0,N,1,1,UUUU,UH ,P6187,18,   ,QRTCA,IV,BO ,W ,0.0,90.0,,0,-1,0,,,42.833333333333336,131.66666666666666,13.0,0,,,4619972,"P6187/18 NOTAMN Q)UHHH/QRTCA/IV/BO/W/000/090/4250N13140E013 A)UHHH B)1807012000 C)1808011800 D)01-05 08-12 15-19 22-26 29-31 2000-1800, 06 13 20 27 2000-0900 E)AIRSPACE CLSD WI 5KM EITHER SIDE OF LINE JOINING POINTS: 425900N1314100E-424300N1313000E-425200N1314800E-425500N1315000E. F)50M AGL G)FL090",11,0x00003F3F,BO,HH,1.0,1.0,True,122,True,RT,W,UHHH,UHHH,UH,QRTCA,False,30.91666666666667,P6187/18,CA,False,NOTAMN,,AIRSPACE CLSD WI 5KM EITHER SIDE OF LINE JOINING POINTS: 425900N1314100E-424300N1313000E-425200N1314800E-425500N1315000E.,airspace clsd wi <num>km either side of line joining points  <coord> <coord> <coord> <coord> ,False
4651150,-1,XXXX                ,3,2018-06-27 05:00:00.000,2018-06-27 13:00:00.000,0,0,2,1,TXT ,127,2018-07-08 10:49:00.000,,2018-06-27 04:06:00.000,1,EUC  ,1,1,0,N,1,1,EPWW,EP ,U4381,18,   ,QFFCH,IV,NBO,A ,0.0,999.0,,0,-1,0,,,52.13333333333333,15.8,5.0,0,,,4651150,U4381/18 NOTAMN Q)EPWW/QFFCH/IV/NBO/A/000/999/5208N01548E005 A)EPZG B)1806270500 C)1806271300 E)CAT AD W ZAKRESIE OCHRONY PRZECIWPOZAROWEJ CHG NA CAT 3 (ICAO).,11,0x00002B3F,NBO,WW,1.0,1.0,True,62,False,FF,A,EPWW,EPZG,EP,QFFCH,False,0.3333333333333333,U4381/18,CH,False,NOTAMN,,CAT AD W ZAKRESIE OCHRONY PRZECIWPOZAROWEJ CHG NA CAT 3 (ICAO).,cat ad w zakresie ochrony przeciwpozarowej chg na cat <num>  icao  ,False
4580887,2782,XXXX                ,3,2018-06-06 10:08:00.000,2038-01-01 00:00:00.000,0,0,2,0,TXT ,127,2018-06-11 10:07:00.000,,2018-06-06 10:10:00.000,1,EUC  ,1,1,0,N,1,0,KMDT,KZ ,A0757,18,   ,QIOAS,I,BO ,A ,0.0,999.0,,0,-1,0,,,40.2,-76.76666666666667,5.0,0,,2018-06-11 20:00:00.000,4580887,A0757/18 NOTAMN Q)KZNY/QIOAS/I/BO/A/000/999/4012N07646W005 A)KMDT B)1806061008 C)1806112000EST E)ILS RWY 13 OM U/S,11,0x00003F3F,BO,NY,1.0,1.0,True,16,False,IO,A,KZNY,KMDT,KZ,QIOAS,True,5.411111111111111,A0757/18,AS,False,NOTAMN,,ILS RWY 13 OM U/S,ils rwy <num> om u s,True
4643428,-1,XXXX                ,3,2018-06-25 06:37:00.000,2038-01-01 00:00:00.000,0,0,2,1,TXT ,127,2018-06-26 04:33:00.000,,2018-06-25 06:38:00.000,1,EUC  ,1,1,0,R,1,1,LTAA,LT ,M5913,18,   ,QACXX,IV,NBO,AE,0.0,55.0,,0,-1,0,,,39.95,32.68333333333333,5.0,0,,2019-06-25 14:00:00.000,4643428,"M5913/18 NOTAMR M6868/17 Q)LTAA/QACXX/IV/NBO/AE/000/055/3957N03241E005 A)LTAD B)1806250637 C)1906251400EST E)TURKKUSU KORIDORU:ETIMESGUT MEYDANINDAN KALKISI MUTEAKIBEN CALISMA  SAHALARINA GIDIS/DONUS ICIN BELIRLENEN VE VFR UCUS ICRA EDEN  TRAFIKLER TARAFINDAN KULLANILAN,CEVRE YOLU UZERINDEKI YONCA  YAPRAGI(3951.73N03237.69E NOKTASI)UZERINDE BULUNAN CEVRE YOLUNUN  YAKLASIK 1NM BATISI ILE 1NM DOGUSU ARASINDA KALAN BOLGEDIR.CALISMA  SAHALARINA GIDIS VE DONUSLERDE TUM TRAFIKLER YONCA YAPRAGINI SOL  TARAFLARINDA GORECEK SEKILDE,ASAGIDA BELIRTILDIGI GIBI  KULLANACAKLARDIR.   -CALISMA SAHASINA GIDIS USULLERI:ETIMESGUT MEYDANI 11 PISTINDEN  KALKIS YAPAN TRAFIKLER,EMNIYETLI IRTIFA ALINDIKTAN SONRA SAGA  DONUSLE BIRLIKTE 3500 FEET IRTIFADA RUZGAR ALTINA GIRECEK,RUZGAR  ALTI BACAGININ BITIMINI TAKIBEN KORKUT NOKTASI  (3956.25N03237.26E)4000 FEET AMSL,MUTEAKIBEN GOKCEN NOKTASI  (3954.11N03237.00E) 4000FEET AMSL RAPOR EDILECEK,29 PISTINDEN KALKIS  YAPAN TRAFIKLER ISE,EMNIYETLI IRTIFA ALINDIKTAN SONRA SOLA DONUSLE  BIRLIKTE KORKUT NOKTASI (3956.25N03237.26E)4000 FEET AMSL,MUTEAKIBEN  GOKCEN NOKTASI   (3954.11N03237.00E) 4000 FEET AMSL RAPOR EDILEREK YONCA YAPRAGI  (3951.73N03237.69E)TRAFIGIN SOLUNDA KALACAK SEKILDE SAHIN NOKTASI  (3951.29N03236.58E)5000 FEET AMSL DE KAT EDILEREK TURK KUSU  KORIDORUNA 5500 FEET AMSL (DODURGA1 3949.50N03238.28E  NOKTASI)IRTIFADA GIRIS YAPACAKLARDIR. -CALISMA SAHASINDAN DONUS USULLERI:CALISMA SAHASINDAN DONUSTE  TRAFIKLER DODURGA2 NOKTASI (3949.45N03239.23E)5000 FEET AMSL  IRTIFADA CIKILACAK,MUTEAKIBEN FIDAN NOKTASI  (3952.15N03238.38E)4500FEET AMSL RAPOR EDILEREK YONCA YAPRAGI  TRAFIGIN SOLUNDA KALACAK SEKILDE KAT EDILECEK,HILAL  NOKTASI(3954.04N03238.08E)4000 FEET AMSL,MUTEAKIBEN TAVEL  NOKTASI(3955.30N03238.45E)4000 FEET AMSL RAPOR EDILDIKTEN SONRA UCUS  KONTROL KULESI TARAFINDAN VERILECEK TALIMAT DOGRULTUSUNDA MEYDAN  TRAFIK PATERNNINE DAHIL OLUNACAKTIR. -CALISMA SAHALARINA GIDISLERDE GOKCEN NOKTASI(3954.11N03237.00E)4000  FEET AMSL,DONUSLERDE ISE,FIDAN NOKTASI (3952.15N03238.38E)4500 FEET  AMSL VE TAVEL NOKTASI(3955.30N03238.45E)4000 FEET AMSL MECBURI RAPOR  NOKTALARI OLARAK TUM TRAFIKLER TARAFINDAN MUTLAKA RAPOR EDILECEKTIR.",11,0x00003F3F,NBO,AA,1.0,0.0,True,2075,False,AC,AE,LTAA,LTAD,LT,QACXX,True,365.30763888888885,M5913/18,XX,False,NOTAMR,M6868/17,"TURKKUSU KORIDORU:ETIMESGUT MEYDANINDAN KALKISI MUTEAKIBEN CALISMA  SAHALARINA GIDIS/DONUS ICIN BELIRLENEN VE VFR UCUS ICRA EDEN  TRAFIKLER TARAFINDAN KULLANILAN,CEVRE YOLU UZERINDEKI YONCA  YAPRAGI(3951.73N03237.69E NOKTASI)UZERINDE BULUNAN CEVRE YOLUNUN  YAKLASIK 1NM BATISI ILE 1NM DOGUSU ARASINDA KALAN BOLGEDIR.CALISMA  SAHALARINA GIDIS VE DONUSLERDE TUM TRAFIKLER YONCA YAPRAGINI SOL  TARAFLARINDA GORECEK SEKILDE,ASAGIDA BELIRTILDIGI GIBI  KULLANACAKLARDIR.   -CALISMA SAHASINA GIDIS USULLERI:ETIMESGUT MEYDANI 11 PISTINDEN  KALKIS YAPAN TRAFIKLER,EMNIYETLI IRTIFA ALINDIKTAN SONRA SAGA  DONUSLE BIRLIKTE 3500 FEET IRTIFADA RUZGAR ALTINA GIRECEK,RUZGAR  ALTI BACAGININ BITIMINI TAKIBEN KORKUT NOKTASI  (3956.25N03237.26E)4000 FEET AMSL,MUTEAKIBEN GOKCEN NOKTASI  (3954.11N03237.00E) 4000FEET AMSL RAPOR EDILECEK,29 PISTINDEN KALKIS  YAPAN TRAFIKLER ISE,EMNIYETLI IRTIFA ALINDIKTAN SONRA SOLA DONUSLE  BIRLIKTE KORKUT NOKTASI (3956.25N03237.26E)4000 FEET AMSL,MUTEAKIBEN  GOKCEN NOKTASI   (3954.11N03237.00E) 4000 FEET AMSL RAPOR EDILEREK YONCA YAPRAGI  (3951.73N03237.69E)TRAFIGIN SOLUNDA KALACAK SEKILDE SAHIN NOKTASI  (3951.29N03236.58E)5000 FEET AMSL DE KAT EDILEREK TURK KUSU  KORIDORUNA 5500 FEET AMSL (DODURGA1 3949.50N03238.28E  NOKTASI)IRTIFADA GIRIS YAPACAKLARDIR. -CALISMA SAHASINDAN DONUS USULLERI:CALISMA SAHASINDAN DONUSTE  TRAFIKLER DODURGA2 NOKTASI (3949.45N03239.23E)5000 FEET AMSL  IRTIFADA CIKILACAK,MUTEAKIBEN FIDAN NOKTASI  (3952.15N03238.38E)4500FEET AMSL RAPOR EDILEREK YONCA YAPRAGI  TRAFIGIN SOLUNDA KALACAK SEKILDE KAT EDILECEK,HILAL  NOKTASI(3954.04N03238.08E)4000 FEET AMSL,MUTEAKIBEN TAVEL  NOKTASI(3955.30N03238.45E)4000 FEET AMSL RAPOR EDILDIKTEN SONRA UCUS  KONTROL KULESI TARAFINDAN VERILECEK TALIMAT DOGRULTUSUNDA MEYDAN  TRAFIK PATERNNINE DAHIL OLUNACAKTIR. -CALISMA SAHALARINA GIDISLERDE GOKCEN NOKTASI(3954.11N03237.00E)4000  FEET AMSL,DONUSLERDE ISE,FIDAN NOKTASI (3952.15N03238.38E)4500 FEET  AMSL VE TAVEL NOKTASI(3955.30N03238.45E)4000 FEET AMSL MECBURI RAPOR  NOKTALARI OLARAK TUM TRAFIKLER TARAFINDAN MUTLAKA RAPOR EDILECEKTIR.",turkkusu koridoru etimesgut meydanindan kalkisi muteakiben calisma sahalarina gidis donus icin belirlenen ve vfr ucus icra eden trafikler tarafindan kullanilan cevre yolu uzerindeki yonca yapragi <coord> noktasi uzerinde bulunan cevre yolunun yaklasik <num>nm batisi ile <num>nm dogusu arasinda kalan bolgedir calisma sahalarina gidis ve donuslerde tum trafikler yonca yapragini sol taraflarinda gorecek sekilde asagida belirtildigi gibi kullanacaklardir   calisma sahasina gidis usulleri etimesgut meydani <num> pistinden kalkis yapan trafikler emniyetli irtifa alindiktan sonra saga donusle birlikte <num> ft irtifada ruzgar altina girecek ruzgar alti bacaginin bitimini takiben korkut noktasi  <coord> <num> ft amsl muteakiben gokcen noktasi  <coord>  <num>ft amsl rapor edilecek <num> pistinden kalkis yapan trafikler ise emniyetli irtifa alindiktan sonra sola donusle birlikte korkut noktasi  <coord> <num> ft amsl muteakiben gokcen noktasi  <coord>  <num> ft amsl rapor edilerek yonca yapragi  <coord> trafigin solunda kalacak sekilde sahin noktasi  <coord> <num> ft amsl de kat edilerek turk kusu koridoruna <num> ft amsl  dodurga<num> <coord> noktasi irtifada giris yapacaklardir   calisma sahasindan donus usulleri calisma sahasindan donuste trafikler dodurga<num> noktasi  <coord> <num> ft amsl irtifada cikilacak muteakiben fidan noktasi  <coord> <num>ft amsl rapor edilerek yonca yapragi trafigin solunda kalacak sekilde kat edilecek hilal noktasi <coord> <num> ft amsl muteakiben tavel noktasi <coord> <num> ft amsl rapor edildikten sonra ucus kontrol kulesi tarafindan verilecek talimat dogrultusunda meydan trafik paternnine dahil olunacaktir   calisma sahalarina gidislerde gokcen noktasi <coord> <num> ft amsl donuslerde ise fidan noktasi  <coord> <num> ft amsl ve tavel noktasi <coord> <num> ft amsl mecburi rapor noktalari olarak tum trafikler tarafindan mutlaka rapor edilecektir ,False
4599718,2782,XXXX                ,3,2018-06-13 01:43:00.000,2038-01-01 00:00:00.000,0,0,2,0,TXT ,127,2018-06-13 01:54:00.000,,2018-06-12 05:27:00.000,1,EUC  ,1,1,0,N,1,0,RJAA,RJ ,B3911,18,   ,QOBCE,IV,M  ,A ,0.0,999.0,,0,-1,0,,,26.2,127.65,5.0,0,,2018-06-13 02:23:00.000,4599718,B3911/18 NOTAMN Q)RJJJ/QOBCE/IV/M/A/000/999/2612N12739E005 A)ROAH B)1806130143 C)1806130223EST E)REF AIP ROAH AD 2.23 OBST(VESSEL) PASS ACROSS RWY 18 APCH AREA BTN POINT A AND B SFC/153FT AMSL,11,0x00003F3F,M,JJ,1.0,1.0,True,94,False,OB,A,RJJJ,ROAH,RJ,QOBCE,True,0.027777777777777776,B3911/18,CE,False,NOTAMN,,REF AIP ROAH AD 2.23 OBST(VESSEL) PASS ACROSS RWY 18 APCH AREA BTN POINT A AND B SFC/153FT AMSL,ref aip roah ad <num> obst vessel  pass across rwy <num> apch area btn point a and b sfc <num>ft amsl,True
4613956,-1,XXXX                ,3,2018-06-15 16:45:00.000,2018-06-15 21:15:00.000,0,0,2,1,TXT ,127,2018-07-07 05:34:00.000,,2018-06-15 14:22:00.000,1,EUC  ,1,1,0,N,1,0,EGGN,EG ,A2076,18,   ,QSPLC,IV,BO ,AE,0.0,21.0,,0,-1,0,,,57.55,-4.05,3.0,0,,,4613956,A2076/18 NOTAMN Q)EGPX/QSPLC/IV/BO/AE/000/021/5733N00403W003 A)EGPE B)1806151645 C)1806152115 E)INVERNESS RADAR SERVICES UNAVAILABLE,11,0x00003F3F,BO,PX,1.0,1.0,True,35,False,SP,AE,EGPX,EGPE,EG,QSPLC,False,0.1875,A2076/18,LC,False,NOTAMN,,INVERNESS RADAR SERVICES UNAVAILABLE,inverness radar services unavbl,True
4618739,-1,XXXX                ,3,2018-06-18 10:30:00.000,2018-06-18 13:00:00.000,0,0,2,1,TXT ,127,2018-06-18 07:29:00.000,,2018-06-18 04:04:00.000,1,EUC  ,1,1,0,N,1,0,KOGD,KZ ,A0143,18,   ,QMXHW,IV,M  ,A ,0.0,999.0,,0,-1,0,,,41.2,-112.01666666666668,5.0,0,,,4618739,A0143/18 NOTAMN Q)KZLC/QMXHW/IV/M/A/000/999/4112N11201W005 A)KOGD B)1806181030 C)1806181300 E)TWY ALL WIP SPRAYING OPS/WEED CONTROL,11,0x00003F3F,M,LC,1.0,1.0,True,36,False,MX,A,KZLC,KOGD,KZ,QMXHW,False,0.10416666666666667,A0143/18,HW,False,NOTAMN,,TWY ALL WIP SPRAYING OPS/WEED CONTROL,twy all wip spraying ops weed ctl,True
4645569,2782,XXXX                ,3,2018-06-26 14:30:00.000,2018-06-26 21:00:00.000,0,0,2,0,TXT ,127,2018-06-25 21:15:00.000,,2018-06-25 15:22:00.000,1,EUC  ,1,1,0,N,1,0,KEUG,KZ ,A0669,18,   ,QICAS,I,NBO,A ,0.0,999.0,,0,-1,1,,,44.11666666666667,-123.21666666666668,5.0,0,,,4645569,A0669/18 NOTAMN Q)KZSE/QICAS/I/NBO/A/000/999/4407N12313W005 A)KEUG B)1806261430 C)1806262100 E)ILS RWY 16L U/S,11,0x00003F3F,NBO,SE,1.0,1.0,True,14,False,IC,A,KZSE,KEUG,KZ,QICAS,False,0.2708333333333333,A0669/18,AS,False,NOTAMN,,ILS RWY 16L U/S,ils rwy <num>l u s,True
4656237,2782,XXXX                ,3,2018-06-28 09:19:00.000,2018-06-29 09:19:00.000,0,0,2,0,TXT ,127,2018-06-28 14:51:00.000,,2018-06-28 09:21:00.000,1,EUC  ,1,1,0,N,1,1,KBUF,KZ ,A2122,18,   ,QMRXX,IV,NBO,A ,0.0,999.0,,0,-1,1,,,42.93333333333333,-78.73333333333333,5.0,0,,,4656237,A2122/18 NOTAMN Q)KZOB/QMRXX/IV/NBO/A/000/999/4256N07844W005 A)KBUF B)1806280919 C)1806290919 E)RWY 14 5/5/5 100 PCT WET  OBS AT 1806280919.,11,0x00003F3F,NBO,OB,1.0,1.0,True,43,False,MR,A,KZOB,KBUF,KZ,QMRXX,False,1.0,A2122/18,XX,False,NOTAMN,,RWY 14 5/5/5 100 PCT WET  OBS AT 1806280919.,rwy <num> <num> <num> <num> <num> pct wet obs at <num> ,False
4656487,2782,XXXX                ,3,2018-06-28 10:25:00.000,2038-01-01 00:00:00.000,0,0,2,0,TXT ,127,2018-06-28 12:06:00.000,,2018-06-28 10:31:00.000,1,EUC  ,1,1,0,R,1,0,VOMM,VO ,A1738,18,   ,QICAS,I,NBO,A ,0.0,999.0,,0,-1,1,,,13.0,80.18333333333334,5.0,0,,2018-06-28 14:30:00.000,4656487,A1738/18 NOTAMR A1737/18 Q)VOMF/QICAS/I/NBO/A/000/999/1300N08011E005 A)VOMM B)1806281025 C)1806281430EST E)ILS RWY25 NOT AVBL DUE AIR CLBR,11,0x00003F3F,NBO,MF,1.0,0.0,True,30,False,IC,A,VOMF,VOMM,VO,QICAS,True,0.1701388888888889,A1738/18,AS,False,NOTAMR,A1737/18,ILS RWY25 NOT AVBL DUE AIR CLBR,ils rwy<num> not avbl due air clbr,True
4644985,-1,XXXX                ,5,2018-06-26 08:45:00.000,2018-06-26 12:00:00.000,0,0,2,1,TXT ,127,2018-06-26 04:33:00.000,,2018-06-25 13:10:00.000,1,EUC  ,1,1,0,N,1,1,LRBB,LR ,B0886,18,   ,QRRCA,IV,BO ,W ,285.0,460.0,,0,-1,0,,,47.55,25.2,33.0,0,,,4644985,B0886/18 NOTAMN Q)LRBB/QRRCA/IV/BO/W/285/460/4733N02512E033 A)LRBB B)1806260845 C)1806261200 E)TEMPORARY RESERVED AREA LRTRA16 ACTIVATED. MIL FLT    FLT WILL BE COOR BTN CIV AND MIL ATC    EXPECT RADAR VECTORING F)FL285 G)FL460,11,0x00003F3F,BO,BB,1.0,1.0,True,117,False,RR,W,LRBB,LRBB,LR,QRRCA,False,0.13541666666666666,B0886/18,CA,False,NOTAMN,,TEMPORARY RESERVED AREA LRTRA16 ACTIVATED. MIL FLT    FLT WILL BE COOR BTN CIV AND MIL ATC    EXPECT RADAR VECTORING,tempo reserved area lrtra<num> activated  mil flt flt will be coor btn civ and mil atc expect radar vectoring,False
4657921,-1,XXXX                ,3,2018-07-01 04:00:00.000,2018-07-01 09:30:00.000,0,0,2,1,TXT ,127,2018-06-30 19:44:00.000,,2018-06-28 15:17:00.000,1,EUC  ,1,1,0,N,1,0,KAVL,KZ ,A0397,18,   ,QMRLC,IV,NBO,A ,0.0,999.0,,0,-1,0,,,35.43333333333333,-82.55,5.0,0,,,4657921,A0397/18 NOTAMN Q)KZTL/QMRLC/IV/NBO/A/000/999/3526N08233W005 A)KAVL B)1807010400 C)1807010930 E)RWY 17/35 CLSD,11,0x00003F3F,NBO,TL,1.0,1.0,True,13,False,MR,A,KZTL,KAVL,KZ,QMRLC,False,0.22916666666666666,A0397/18,LC,False,NOTAMN,,RWY 17/35 CLSD,rwy <num> <num> clsd,True
4633829,-1,XXXX                ,5,2018-06-21 15:00:00.000,2018-06-21 20:59:00.000,0,0,2,1,TXT ,127,2018-06-21 12:55:00.000,,2018-06-21 12:55:00.000,1,EUC  ,1,1,0,N,1,1,LTAA,LT ,G4504,18,   ,QRTLP,IV,BO ,W ,0.0,150.0,,0,-1,1,,,41.06666666666667,29.05,28.0,0,,,4633829,"G4504/18 NOTAMN Q)LTBB/QRTLP/IV/BO/W/000/150/4104N02903E028 A)LTBB B)1806211500 C)1806212059 E)TURKIYE CUMHURIYETI CUMHURBASKANLIGINCA GOREVLENDIRILEN  DEVLET HAVA ARACLARI, AMBULANS, SEHIT NAKLI, ARAMA KURTARMA, ORGAN  NAKLI, YANGINLA MUCADELE, TERORLE MUCADELE ILE ATATÜRK VE SABIHA  GÖKÇEN HAVALIMANINA INIS/KALKIS YAPAN VE GECIS MUSAADESI OLAN SIVIL  TRAFIKLER HARIC, GOREVLI OLMAYAN DEVLET HAVA ARACLARININ IFR/VFR VE  TUM SIVIL VFR TRAFIKLERIN BOLGEYE YAKLASMASINA, GIRISINE VE  KALKISINA MUSAADE EDILMEYECEKTIR. SAHA: 412151N0283616E 410934N0293649E 404625N0292943E 405814N0283202E ISTANBUL TMA ICINDE NOT: TURKIYE CUMHURIYETI CUMHURBASKANLIGI TARAFINDAN GOREV YAPMASI  ISTENILEN DEVLET HAVA ARACLARININ IFR/VFR UCUSLARI VE IZIN VERILEN  SIVIL VFR TRAFIKLERIN NOTAMLI SAHADA UCUS YAPABILMESI ICIN 0505 213  42 66 VEYA 0505 230 19 33 NOLU TELEFONLA KOORDINE KURARAK GEREKLI  MUSAADEYI ALMASI GEREKMEKTEDIR. IZIN VERILMESINI TAKIBEN KOORDINATOR  TARAFINDAN ILGILI ATC BIRIMINE BILGI VERILEREK UCUS SERBEST  KILINACAKTIR. F)SFC G)15000FT AMSL",11,0x00003F3F,BO,BB,1.0,1.0,True,931,False,RT,W,LTBB,LTBB,LT,QRTLP,False,0.2493055555555556,G4504/18,LP,False,NOTAMN,,"TURKIYE CUMHURIYETI CUMHURBASKANLIGINCA GOREVLENDIRILEN  DEVLET HAVA ARACLARI, AMBULANS, SEHIT NAKLI, ARAMA KURTARMA, ORGAN  NAKLI, YANGINLA MUCADELE, TERORLE MUCADELE ILE ATATÜRK VE SABIHA  GÖKÇEN HAVALIMANINA INIS/KALKIS YAPAN VE GECIS MUSAADESI OLAN SIVIL  TRAFIKLER HARIC, GOREVLI OLMAYAN DEVLET HAVA ARACLARININ IFR/VFR VE  TUM SIVIL VFR TRAFIKLERIN BOLGEYE YAKLASMASINA, GIRISINE VE  KALKISINA MUSAADE EDILMEYECEKTIR. SAHA: 412151N0283616E 410934N0293649E 404625N0292943E 405814N0283202E ISTANBUL TMA ICINDE NOT: TURKIYE CUMHURIYETI CUMHURBASKANLIGI TARAFINDAN GOREV YAPMASI  ISTENILEN DEVLET HAVA ARACLARININ IFR/VFR UCUSLARI VE IZIN VERILEN  SIVIL VFR TRAFIKLERIN NOTAMLI SAHADA UCUS YAPABILMESI ICIN 0505 213  42 66 VEYA 0505 230 19 33 NOLU TELEFONLA KOORDINE KURARAK GEREKLI  MUSAADEYI ALMASI GEREKMEKTEDIR. IZIN VERILMESINI TAKIBEN KOORDINATOR  TARAFINDAN ILGILI ATC BIRIMINE BILGI VERILEREK UCUS SERBEST  KILINACAKTIR.",turkiye cumhuriyeti cumhurbaskanliginca gorevlendirilen devlet hava araclari  ambulans  sehit nakli  arama kurtarma  organ nakli  yanginla mucadele  terorle mucadele ile atat rk ve sabiha g k en havalimanina inis kalkis yapan ve gecis musaadesi olan sivil trafikler haric  gorevli olmayan devlet hava araclarinin ifr vfr ve tum sivil vfr trafiklerin bolgeye yaklasmasina  girisine ve kalkisina musaade edilmeyecektir  saha  <coord> <coord> <coord> <coord> istanbul tma icinde not  turkiye cumhuriyeti cumhurbaskanligi tarafindan gorev yapmasi istenilen devlet hava araclarinin ifr vfr ucuslari ve izin verilen sivil vfr trafiklerin notamli sahada ucus yapabilmesi icin <num> <num> <num> <num> veya <num> <num> <num> <num> nolu telefonla koordine kurarak gerekli musaadeyi almasi gerekmektedir  izin verilmesini takiben koordinator tarafindan ilgili atc birimine bilgi verilerek ucus serbest kilinacaktir ,False
4574421,2782,XXXX                ,3,2018-06-07 17:00:00.000,2018-06-08 03:00:00.000,0,0,2,0,TXT ,127,2018-06-07 14:48:00.000,,2018-06-04 16:02:00.000,1,EUC  ,1,1,0,N,1,0,LDZA,LD ,A2095,18,   ,QMXLC,IV,M  ,A ,0.0,999.0,,0,-1,0,,,43.53333333333333,16.3,5.0,0,,,4574421,A2095/18 NOTAMN Q)LDZO/QMXLC/IV/M/A/000/999/4332N01618E005 A)LDSP B)1806071700 C)1806080300 E)TWY B CLOSED.,11,0x00003F3F,M,ZO,1.0,1.0,True,12,False,MX,A,LDZO,LDSP,LD,QMXLC,False,0.4166666666666667,A2095/18,LC,False,NOTAMN,,TWY B CLOSED.,twy b clsd ,True
